Siparis_ID,Siparis_Tarihi,Musteri_ID,Ad,Sehir,Urun_ID,Kategori,Birim_Fiyat,Adet,Toplam_Tutar
6088,2023-07-17,M095,Fatma,Ankara,U015,Kitap,278,3,834
6089,2023-10-07,M089,Canan,Bursa,U016,Elektronik,2627,1,2627
6090,2023-08-12,M062,Ali,Bursa,U002,Kitap,197,1,197
6091,2023-06-22,M037,Ahmet,İzmir,U017,Giyim,395,1,395
6092,2023-10-12,M094,Ali,Antalya,U007,Elektronik,3314,3,9942
6093,2023-06-03,M065,Ayşe,İzmir,U016,Elektronik,2627,1,2627
6094,2023-08-18,M046,Canan,İzmir,U002,Kitap,197,1,197
6095,2023-06-25,M019,Elif,İstanbul,U002,Kitap,197,1,197
6096,2023-08-03,M014,Canan,İstanbul,U017,Giyim,395,3,1185
6097,2023-08-06,M030,Fatma,İzmir,U009,Giyim,407,1,407
6098,2023-06-27,M059,Canan,İstanbul,U005,Kitap,454,2,908
6099,2023-07-16,M016,Mustafa,İzmir,U016,Elektronik,2627,2,5254
6100,2023-06-07,M097,Fatma,Antalya,U019,Elektronik,4784,2,9568
6101,2023-10-22,M055,Mustafa,Bursa,U005,Kitap,454,3,1362
6102,2023-08-26,M093,Hüseyin,Antalya,U016,Elektronik,2627,3,7881
6103,2023-10-26,M081,Fatma,İzmir,U018,Giyim,130,3,390
6104,2023-07-16,M095,Fatma,Ankara,U008,Giyim,303,2,606
6105,2023-06-19,M083,Mustafa,İzmir,U019,Elektronik,4784,2,9568
6106,2023-10-20,M004,Ali,Ankara,U010,Kitap,187,3,561
6107,2023-07-20,M048,Mehmet,Antalya,U010,Kitap,187,1,187
6108,2023-09-21,M036,Fatma,İstanbul,U011,Elektronik,1480,3,4440
6109,2023-08-13,M001,Canan,İstanbul,U004,Giyim,124,1,124
6110,2023-07-09,M094,Ali,Antalya,U004,Giyim,124,2,248
6111,2023-09-02,M007,Zeynep,İstanbul,U001,Elektronik,2389,2,4778
6112,2023-09-11,M003,Fatma,Bursa,U003,Kitap,388,2,776
6113,2023-08-01,M069,Canan,Ankara,U013,Elektronik,1127,3,3381
6114,2023-10-10,M053,Canan,Bursa,U008,Giyim,303,1,303
6115,2023-09-21,M002,Elif,Antalya,U019,Elektronik,4784,2,9568
6116,2023-08-28,M086,Elif,Antalya,U001,Elektronik,2389,1,2389
6117,2023-07-26,M037,Ahmet,İzmir,U013,Elektronik,1127,1,1127
6118,2023-06-21,M054,Mehmet,Bursa,U006,Kitap,125,1,125
6119,2023-06-20,M025,Mehmet,Bursa,U020,Giyim,461,1,461
6120,2023-08-08,M097,Fatma,Antalya,U004,Giyim,124,1,124
6121,2023-09-13,M080,Elif,Bursa,U012,Kitap,276,1,276
6122,2023-09-07,M062,Ali,Bursa,U011,Elektronik,1480,3,4440
6123,2023-08-24,M046,Canan,İzmir,U008,Giyim,303,1,303
6124,2023-06-14,M050,Ahmet,Bursa,U019,Elektronik,4784,3,14352
6125,2023-09-08,M031,Canan,Antalya,U017,Giyim,395,3,1185
6126,2023-09-16,M092,Zeynep,İzmir,U005,Kitap,454,1,454
6127,2023-09-30,M078,Hüseyin,İstanbul,U002,Kitap,197,1,197
6128,2023-09-20,M035,Zeynep,İzmir,U012,Kitap,276,1,276
6129,2023-06-11,M005,Mustafa,Bursa,U009,Giyim,407,3,1221
6130,2023-08-11,M024,Ayşe,Antalya,U001,Elektronik,2389,3,7167
6131,2023-10-12,M041,Fatma,Antalya,U019,Elektronik,4784,2,9568
6132,2023-08-19,M041,Fatma,Antalya,U014,Kitap,374,1,374
6133,2023-06-29,M052,Ayşe,Ankara,U011,Elektronik,1480,2,2960
6134,2023-07-28,M062,Ali,Bursa,U006,Kitap,125,3,375
6135,2023-09-28,M047,Hüseyin,Bursa,U015,Kitap,278,1,278
6136,2023-10-24,M097,Fatma,Antalya,U004,Giyim,124,1,124
6137,2023-08-02,M007,Zeynep,İstanbul,U011,Elektronik,1480,2,2960
6138,2023-08-23,M006,Ayşe,Ankara,U006,Kitap,125,3,375
6139,2023-10-18,M087,Ayşe,Antalya,U016,Elektronik,2627,3,7881
6140,2023-09-23,M035,Zeynep,İzmir,U002,Kitap,197,2,394
6141,2023-08-04,M058,Mehmet,Ankara,U001,Elektronik,2389,2,4778
6142,2023-08-13,M072,Mustafa,Bursa,U019,Elektronik,4784,1,4784
6143,2023-09-24,M063,Ali,İstanbul,U009,Giyim,407,2,814
6144,2023-10-05,M038,Fatma,İstanbul,U014,Kitap,374,2,748
6145,2023-07-14,M060,Fatma,Antalya,U018,Giyim,130,2,260
6146,2023-10-08,M092,Zeynep,İzmir,U012,Kitap,276,3,828
6147,2023-07-23,M022,Fatma,İstanbul,U005,Kitap,454,2,908
6148,2023-06-26,M070,Fatma,İstanbul,U018,Giyim,130,3,390
6149,2023-08-06,M004,Ali,Ankara,U019,Elektronik,4784,2,9568
6150,2023-09-09,M042,Mustafa,Bursa,U012,Kitap,276,3,828
6151,2023-08-15,M018,Mustafa,Bursa,U017,Giyim,395,2,790
6152,2023-08-13,M064,Canan,Antalya,U010,Kitap,187,2,374
6153,2023-10-04,M017,Fatma,İzmir,U008,Giyim,303,1,303
6154,2023-08-14,M009,Hüseyin,Bursa,U016,Elektronik,2627,2,5254
6155,2023-10-18,M028,Mehmet,Ankara,U017,Giyim,395,3,1185
6156,2023-07-17,M091,Ali,İstanbul,U009,Giyim,407,2,814
6157,2023-09-10,M070,Fatma,İstanbul,U008,Giyim,303,3,909
6158,2023-07-20,M068,Zeynep,Ankara,U015,Kitap,278,2,556
6159,2023-08-13,M020,Canan,İzmir,U010,Kitap,187,2,374
6160,2023-07-18,M081,Fatma,İzmir,U005,Kitap,454,2,908
6161,2023-10-21,M049,Ayşe,Bursa,U011,Elektronik,1480,2,2960
6162,2023-10-10,M071,Ali,Bursa,U018,Giyim,130,3,390
6163,2023-09-10,M056,Ali,Bursa,U011,Elektronik,1480,2,2960
6164,2023-08-24,M043,Elif,İstanbul,U012,Kitap,276,3,828
6165,2023-10-11,M028,Mehmet,Ankara,U009,Giyim,407,3,1221
6166,2023-08-15,M045,Mehmet,Bursa,U011,Elektronik,1480,2,2960
6167,2023-09-27,M015,Mehmet,Ankara,U013,Elektronik,1127,2,2254
6168,2023-08-08,M051,Ayşe,İstanbul,U011,Elektronik,1480,1,1480
6169,2023-06-26,M044,Elif,Bursa,U012,Kitap,276,1,276
6170,2023-06-25,M015,Mehmet,Ankara,U012,Kitap,276,1,276
6171,2023-10-15,M059,Canan,İstanbul,U010,Kitap,187,2,374
6172,2023-09-05,M027,Ayşe,İstanbul,U008,Giyim,303,2,606
6173,2023-09-01,M038,Fatma,İstanbul,U010,Kitap,187,2,374
6174,2023-08-04,M028,Mehmet,Ankara,U011,Elektronik,1480,2,2960
6175,2023-09-27,M004,Ali,Ankara,U019,Elektronik,4784,3,14352
6176,2023-08-30,M007,Zeynep,İstanbul,U006,Kitap,125,1,125
6177,2023-09-03,M088,Zeynep,Bursa,U017,Giyim,395,3,1185
6178,2023-06-13,M061,Elif,İstanbul,U020,Giyim,461,1,461
6179,2023-08-01,M049,Ayşe,Bursa,U019,Elektronik,4784,1,4784
6180,2023-10-25,M064,Canan,Antalya,U012,Kitap,276,3,828
6181,2023-06-08,M029,Hüseyin,Bursa,U020,Giyim,461,3,1383
6182,2023-07-18,M079,Zeynep,İzmir,U004,Giyim,124,1,124
6183,2023-09-09,M009,Hüseyin,Bursa,U012,Kitap,276,2,552
6184,2023-08-12,M002,Elif,Antalya,U016,Elektronik,2627,3,7881
6185,2023-07-03,M078,Hüseyin,İstanbul,U009,Giyim,407,2,814
6186,2023-08-26,M029,Hüseyin,Bursa,U001,Elektronik,2389,1,2389
6187,2023-09-12,M044,Elif,Bursa,U006,Kitap,125,1,125
6188,2023-10-10,M020,Canan,İzmir,U002,Kitap,197,1,197
6189,2023-06-12,M048,Mehmet,Antalya,U006,Kitap,125,1,125
6190,2023-07-20,M048,Mehmet,Antalya,U009,Giyim,407,2,814
6191,2023-09-23,M011,Ali,İzmir,U007,Elektronik,3314,3,9942
6192,2023-09-27,M093,Hüseyin,Antalya,U017,Giyim,395,2,790
6193,2023-09-07,M035,Zeynep,İzmir,U001,Elektronik,2389,1,2389
6194,2023-07-02,M035,Zeynep,İzmir,U008,Giyim,303,2,606
6195,2023-07-25,M048,Mehmet,Antalya,U013,Elektronik,1127,2,2254
6196,2023-09-12,M098,Ayşe,Bursa,U004,Giyim,124,3,372
6197,2023-07-12,M066,Elif,Ankara,U009,Giyim,407,3,1221
6198,2023-06-14,M078,Hüseyin,İstanbul,U013,Elektronik,1127,1,1127
6199,2023-06-19,M030,Fatma,İzmir,U014,Kitap,374,3,1122
6200,2023-07-15,M080,Elif,Bursa,U010,Kitap,187,1,187
6201,2023-09-07,M032,Ayşe,İzmir,U011,Elektronik,1480,2,2960
6202,2023-09-12,M002,Elif,Antalya,U003,Kitap,388,3,1164
6203,2023-09-07,M033,Ali,Ankara,U007,Elektronik,3314,1,3314
6204,2023-10-02,M050,Ahmet,Bursa,U013,Elektronik,1127,3,3381
6205,2023-10-12,M076,Canan,Bursa,U006,Kitap,125,3,375
6206,2023-07-23,M086,Elif,Antalya,U006,Kitap,125,1,125
6207,2023-07-18,M092,Zeynep,İzmir,U006,Kitap,125,3,375
6208,2023-07-11,M088,Zeynep,Bursa,U005,Kitap,454,1,454
6209,2023-10-27,M034,Mehmet,Ankara,U004,Giyim,124,1,124
6210,2023-08-07,M043,Elif,İstanbul,U019,Elektronik,4784,3,14352
6211,2023-08-18,M035,Zeynep,İzmir,U002,Kitap,197,2,394
6212,2023-10-25,M034,Mehmet,Ankara,U012,Kitap,276,1,276
6213,2023-08-19,M092,Zeynep,İzmir,U016,Elektronik,2627,1,2627
6214,2023-10-11,M002,Elif,Antalya,U009,Giyim,407,2,814
6215,2023-10-16,M023,Elif,İzmir,U018,Giyim,130,1,130
6216,2023-08-09,M018,Mustafa,Bursa,U020,Giyim,461,3,1383
6217,2023-10-12,M015,Mehmet,Ankara,U016,Elektronik,2627,1,2627
6218,2023-10-10,M026,Zeynep,Antalya,U011,Elektronik,1480,3,4440
6219,2023-10-26,M008,Mehmet,Antalya,U020,Giyim,461,3,1383
6220,2023-07-22,M041,Fatma,Antalya,U016,Elektronik,2627,2,5254
6221,2023-07-21,M031,Canan,Antalya,U009,Giyim,407,1,407
6222,2023-07-27,M031,Canan,Antalya,U002,Kitap,197,2,394
6223,2023-07-17,M016,Mustafa,İzmir,U019,Elektronik,4784,1,4784
6224,2023-07-21,M047,Hüseyin,Bursa,U017,Giyim,395,1,395
6225,2023-07-24,M008,Mehmet,Antalya,U012,Kitap,276,1,276
6226,2023-09-30,M074,Canan,İzmir,U008,Giyim,303,2,606
6227,2023-09-30,M029,Hüseyin,Bursa,U012,Kitap,276,2,552
6228,2023-09-24,M059,Canan,İstanbul,U018,Giyim,130,2,260
6229,2023-08-10,M055,Mustafa,Bursa,U010,Kitap,187,1,187
6230,2023-10-21,M006,Ayşe,Ankara,U005,Kitap,454,3,1362
6231,2023-09-27,M042,Mustafa,Bursa,U004,Giyim,124,2,248
6232,2023-08-05,M026,Zeynep,Antalya,U015,Kitap,278,3,834
6233,2023-09-07,M030,Fatma,İzmir,U001,Elektronik,2389,2,4778
6234,2023-06-29,M073,Mustafa,Ankara,U017,Giyim,395,1,395
6235,2023-07-06,M080,Elif,Bursa,U006,Kitap,125,3,375
6236,2023-06-24,M032,Ayşe,İzmir,U003,Kitap,388,3,1164
6237,2023-08-14,M003,Fatma,Bursa,U015,Kitap,278,1,278
6238,2023-07-01,M078,Hüseyin,İstanbul,U003,Kitap,388,3,1164
6239,2023-10-27,M074,Canan,İzmir,U010,Kitap,187,3,561
6240,2023-09-03,M083,Mustafa,İzmir,U004,Giyim,124,2,248
6241,2023-09-08,M074,Canan,İzmir,U012,Kitap,276,1,276
6242,2023-10-04,M098,Ayşe,Bursa,U010,Kitap,187,2,374
6243,2023-10-26,M024,Ayşe,Antalya,U004,Giyim,124,2,248
6244,2023-07-16,M007,Zeynep,İstanbul,U003,Kitap,388,3,1164
6245,2023-09-20,M090,Canan,İstanbul,U014,Kitap,374,1,374
6246,2023-10-12,M030,Fatma,İzmir,U009,Giyim,407,3,1221
6247,2023-10-01,M008,Mehmet,Antalya,U010,Kitap,187,3,561
6248,2023-09-09,M061,Elif,İstanbul,U005,Kitap,454,1,454
6249,2023-08-18,M088,Zeynep,Bursa,U011,Elektronik,1480,2,2960
6250,2023-08-31,M004,Ali,Ankara,U017,Giyim,395,2,790
6251,2023-10-07,M060,Fatma,Antalya,U005,Kitap,454,3,1362
6252,2023-10-26,M089,Canan,Bursa,U005,Kitap,454,2,908
6253,2023-09-04,M040,Mehmet,Bursa,U008,Giyim,303,2,606
6254,2023-06-06,M064,Canan,Antalya,U016,Elektronik,2627,2,5254
6255,2023-09-13,M028,Mehmet,Ankara,U017,Giyim,395,1,395
6256,2023-06-27,M060,Fatma,Antalya,U007,Elektronik,3314,3,9942
6257,2023-09-25,M061,Elif,İstanbul,U012,Kitap,276,3,828
6258,2023-06-13,M093,Hüseyin,Antalya,U018,Giyim,130,3,390
6259,2023-09-14,M034,Mehmet,Ankara,U008,Giyim,303,2,606
6260,2023-07-26,M063,Ali,İstanbul,U002,Kitap,197,1,197
6261,2023-07-27,M026,Zeynep,Antalya,U007,Elektronik,3314,2,6628
6262,2023-09-05,M076,Canan,Bursa,U001,Elektronik,2389,3,7167
6263,2023-07-15,M082,Ali,Antalya,U007,Elektronik,3314,2,6628
6264,2023-08-10,M059,Canan,İstanbul,U005,Kitap,454,3,1362
6265,2023-09-09,M049,Ayşe,Bursa,U015,Kitap,278,3,834
6266,2023-09-17,M085,Ali,Bursa,U018,Giyim,130,3,390
6267,2023-07-28,M026,Zeynep,Antalya,U014,Kitap,374,1,374
6268,2023-09-24,M086,Elif,Antalya,U001,Elektronik,2389,2,4778
6269,2023-07-16,M016,Mustafa,İzmir,U002,Kitap,197,2,394
6270,2023-09-09,M021,Mehmet,Ankara,U003,Kitap,388,2,776
6271,2023-10-22,M076,Canan,Bursa,U018,Giyim,130,2,260
6272,2023-10-22,M071,Ali,Bursa,U005,Kitap,454,1,454
6273,2023-08-10,M076,Canan,Bursa,U007,Elektronik,3314,3,9942
6274,2023-06-12,M003,Fatma,Bursa,U010,Kitap,187,1,187
6275,2023-06-21,M065,Ayşe,İzmir,U013,Elektronik,1127,2,2254
6276,2023-09-07,M078,Hüseyin,İstanbul,U017,Giyim,395,1,395
6277,2023-06-01,M047,Hüseyin,Bursa,U014,Kitap,374,3,1122
6278,2023-07-07,M004,Ali,Ankara,U008,Giyim,303,3,909
6279,2023-07-20,M087,Ayşe,Antalya,U013,Elektronik,1127,2,2254
6280,2023-07-15,M068,Zeynep,Ankara,U019,Elektronik,4784,1,4784
6281,2023-09-30,M042,Mustafa,Bursa,U018,Giyim,130,2,260
6282,2023-09-29,M100,Canan,İstanbul,U002,Kitap,197,3,591
6283,2023-06-26,M024,Ayşe,Antalya,U013,Elektronik,1127,1,1127
6284,2023-10-21,M019,Elif,İstanbul,U005,Kitap,454,2,908
6285,2023-08-14,M043,Elif,İstanbul,U011,Elektronik,1480,3,4440
6286,2023-09-28,M004,Ali,Ankara,U020,Giyim,461,2,922
6287,2023-09-03,M007,Zeynep,İstanbul,U017,Giyim,395,1,395
6288,2023-06-11,M014,Canan,İstanbul,U001,Elektronik,2389,2,4778
6289,2023-10-11,M088,Zeynep,Bursa,U014,Kitap,374,1,374
6290,2023-10-17,M075,Ahmet,Ankara,U015,Kitap,278,3,834
6291,2023-08-16,M001,Canan,İstanbul,U010,Kitap,187,2,374
6292,2023-07-05,M068,Zeynep,Ankara,U001,Elektronik,2389,2,4778
6293,2023-06-02,M024,Ayşe,Antalya,U016,Elektronik,2627,2,5254
6294,2023-10-19,M019,Elif,İstanbul,U012,Kitap,276,1,276
6295,2023-06-14,M014,Canan,İstanbul,U010,Kitap,187,1,187
6296,2023-07-15,M034,Mehmet,Ankara,U019,Elektronik,4784,3,14352
6297,2023-07-17,M073,Mustafa,Ankara,U009,Giyim,407,1,407
6298,2023-08-04,M050,Ahmet,Bursa,U001,Elektronik,2389,1,2389
6299,2023-10-10,M089,Canan,Bursa,U009,Giyim,407,3,1221
6300,2023-09-23,M036,Fatma,İstanbul,U018,Giyim,130,3,390
6301,2023-10-26,M002,Elif,Antalya,U009,Giyim,407,2,814
6302,2023-08-11,M009,Hüseyin,Bursa,U019,Elektronik,4784,3,14352
6303,2023-07-17,M067,Canan,Bursa,U005,Kitap,454,2,908
6304,2023-10-03,M037,Ahmet,İzmir,U010,Kitap,187,1,187
6305,2023-08-03,M011,Ali,İzmir,U004,Giyim,124,3,372
6306,2023-09-02,M069,Canan,Ankara,U014,Kitap,374,1,374
6307,2023-09-01,M021,Mehmet,Ankara,U016,Elektronik,2627,2,5254
6308,2023-07-22,M090,Canan,İstanbul,U001,Elektronik,2389,3,7167
6309,2023-06-23,M070,Fatma,İstanbul,U011,Elektronik,1480,2,2960
6310,2023-09-02,M092,Zeynep,İzmir,U002,Kitap,197,3,591
6311,2023-09-26,M029,Hüseyin,Bursa,U016,Elektronik,2627,2,5254
6312,2023-06-30,M088,Zeynep,Bursa,U018,Giyim,130,1,130
6313,2023-08-21,M016,Mustafa,İzmir,U014,Kitap,374,3,1122
6314,2023-08-26,M008,Mehmet,Antalya,U007,Elektronik,3314,1,3314
6315,2023-08-02,M014,Canan,İstanbul,U019,Elektronik,4784,1,4784
6316,2023-08-25,M089,Canan,Bursa,U017,Giyim,395,1,395
6317,2023-07-08,M049,Ayşe,Bursa,U012,Kitap,276,3,828
6318,2023-10-11,M052,Ayşe,Ankara,U002,Kitap,197,3,591
6319,2023-08-16,M015,Mehmet,Ankara,U017,Giyim,395,1,395
6320,2023-10-16,M055,Mustafa,Bursa,U010,Kitap,187,3,561
6321,2023-09-20,M097,Fatma,Antalya,U019,Elektronik,4784,2,9568
6322,2023-06-29,M044,Elif,Bursa,U002,Kitap,197,1,197
6323,2023-10-06,M092,Zeynep,İzmir,U001,Elektronik,2389,1,2389
6324,2023-08-09,M045,Mehmet,Bursa,U009,Giyim,407,1,407
6325,2023-08-17,M039,Elif,Bursa,U004,Giyim,124,1,124
6326,2023-10-15,M092,Zeynep,İzmir,U003,Kitap,388,2,776
6327,2023-09-09,M072,Mustafa,Bursa,U020,Giyim,461,3,1383
6328,2023-07-12,M022,Fatma,İstanbul,U005,Kitap,454,1,454
6329,2023-07-26,M034,Mehmet,Ankara,U017,Giyim,395,3,1185
6330,2023-08-14,M083,Mustafa,İzmir,U003,Kitap,388,2,776
6331,2023-09-30,M086,Elif,Antalya,U002,Kitap,197,3,591
6332,2023-06-10,M036,Fatma,İstanbul,U001,Elektronik,2389,2,4778
6333,2023-09-25,M100,Canan,İstanbul,U015,Kitap,278,3,834
6334,2023-09-11,M080,Elif,Bursa,U009,Giyim,407,1,407
6335,2023-08-26,M046,Canan,İzmir,U005,Kitap,454,1,454
6336,2023-06-09,M068,Zeynep,Ankara,U011,Elektronik,1480,2,2960
6337,2023-10-14,M061,Elif,İstanbul,U006,Kitap,125,1,125
6338,2023-08-29,M050,Ahmet,Bursa,U008,Giyim,303,1,303
6339,2023-08-03,M056,Ali,Bursa,U010,Kitap,187,1,187
6340,2023-06-13,M028,Mehmet,Ankara,U019,Elektronik,4784,1,4784
6341,2023-07-14,M057,Zeynep,Antalya,U003,Kitap,388,2,776
6342,2023-09-19,M077,Fatma,İstanbul,U004,Giyim,124,1,124
6343,2023-10-24,M016,Mustafa,İzmir,U015,Kitap,278,3,834
6344,2023-10-08,M095,Fatma,Ankara,U002,Kitap,197,2,394
6345,2023-09-14,M031,Canan,Antalya,U020,Giyim,461,3,1383
6346,2023-08-09,M008,Mehmet,Antalya,U005,Kitap,454,2,908
6347,2023-07-24,M007,Zeynep,İstanbul,U014,Kitap,374,2,748
6348,2023-07-04,M095,Fatma,Ankara,U017,Giyim,395,1,395
6349,2023-09-16,M050,Ahmet,Bursa,U010,Kitap,187,3,561
6350,2023-08-18,M031,Canan,Antalya,U005,Kitap,454,2,908
6351,2023-08-28,M099,Canan,Antalya,U010,Kitap,187,3,561
6352,2023-06-06,M020,Canan,İzmir,U004,Giyim,124,3,372
6353,2023-09-24,M030,Fatma,İzmir,U013,Elektronik,1127,2,2254
6354,2023-07-14,M045,Mehmet,Bursa,U008,Giyim,303,3,909
6355,2023-07-09,M074,Canan,İzmir,U019,Elektronik,4784,2,9568
6356,2023-10-12,M016,Mustafa,İzmir,U018,Giyim,130,1,130
6357,2023-09-02,M086,Elif,Antalya,U009,Giyim,407,2,814
6358,2023-07-21,M054,Mehmet,Bursa,U019,Elektronik,4784,1,4784
6359,2023-10-18,M042,Mustafa,Bursa,U004,Giyim,124,2,248
6360,2023-08-30,M046,Canan,İzmir,U003,Kitap,388,1,388
6361,2023-06-24,M075,Ahmet,Ankara,U015,Kitap,278,3,834
6362,2023-09-04,M024,Ayşe,Antalya,U020,Giyim,461,1,461
6363,2023-08-29,M086,Elif,Antalya,U017,Giyim,395,2,790
6364,2023-08-04,M066,Elif,Ankara,U003,Kitap,388,3,1164
6365,2023-08-15,M009,Hüseyin,Bursa,U019,Elektronik,4784,1,4784
6366,2023-10-27,M086,Elif,Antalya,U012,Kitap,276,2,552
6367,2023-08-27,M066,Elif,Ankara,U017,Giyim,395,2,790
6368,2023-09-12,M081,Fatma,İzmir,U004,Giyim,124,2,248
6369,2023-06-26,M048,Mehmet,Antalya,U007,Elektronik,3314,3,9942
6370,2023-07-14,M050,Ahmet,Bursa,U008,Giyim,303,2,606
6371,2023-09-29,M067,Canan,Bursa,U018,Giyim,130,3,390
6372,2023-09-24,M060,Fatma,Antalya,U016,Elektronik,2627,2,5254
6373,2023-08-12,M047,Hüseyin,Bursa,U015,Kitap,278,1,278
6374,2023-08-06,M094,Ali,Antalya,U013,Elektronik,1127,3,3381
6375,2023-10-20,M042,Mustafa,Bursa,U020,Giyim,461,3,1383
6376,2023-06-19,M019,Elif,İstanbul,U008,Giyim,303,3,909
6377,2023-10-12,M021,Mehmet,Ankara,U007,Elektronik,3314,1,3314
6378,2023-07-22,M053,Canan,Bursa,U007,Elektronik,3314,3,9942
6379,2023-08-30,M011,Ali,İzmir,U005,Kitap,454,2,908
6380,2023-07-01,M082,Ali,Antalya,U014,Kitap,374,3,1122
6381,2023-09-18,M003,Fatma,Bursa,U017,Giyim,395,1,395
6382,2023-06-22,M086,Elif,Antalya,U020,Giyim,461,1,461
6383,2023-06-17,M016,Mustafa,İzmir,U019,Elektronik,4784,2,9568
6384,2023-09-21,M067,Canan,Bursa,U018,Giyim,130,1,130
6385,2023-06-24,M027,Ayşe,İstanbul,U011,Elektronik,1480,2,2960
6386,2023-08-08,M095,Fatma,Ankara,U003,Kitap,388,2,776
6387,2023-07-09,M078,Hüseyin,İstanbul,U017,Giyim,395,3,1185
6388,2023-09-26,M028,Mehmet,Ankara,U019,Elektronik,4784,3,14352
6389,2023-08-09,M008,Mehmet,Antalya,U010,Kitap,187,1,187
6390,2023-09-13,M046,Canan,İzmir,U008,Giyim,303,3,909
6391,2023-10-21,M011,Ali,İzmir,U008,Giyim,303,2,606
6392,2023-06-24,M084,Elif,İzmir,U013,Elektronik,1127,3,3381
6393,2023-07-19,M003,Fatma,Bursa,U007,Elektronik,3314,3,9942
6394,2023-07-10,M038,Fatma,İstanbul,U011,Elektronik,1480,2,2960
6395,2023-10-17,M056,Ali,Bursa,U012,Kitap,276,1,276
6396,2023-09-25,M069,Canan,Ankara,U008,Giyim,303,1,303
6397,2023-08-05,M028,Mehmet,Ankara,U016,Elektronik,2627,2,5254
6398,2023-06-24,M082,Ali,Antalya,U009,Giyim,407,1,407
6399,2023-06-06,M088,Zeynep,Bursa,U016,Elektronik,2627,1,2627
6400,2023-06-03,M034,Mehmet,Ankara,U018,Giyim,130,2,260
6401,2023-07-08,M036,Fatma,İstanbul,U013,Elektronik,1127,3,3381
6402,2023-07-10,M022,Fatma,İstanbul,U001,Elektronik,2389,1,2389
6403,2023-06-16,M007,Zeynep,İstanbul,U008,Giyim,303,3,909
6404,2023-06-05,M083,Mustafa,İzmir,U011,Elektronik,1480,2,2960
6405,2023-08-19,M080,Elif,Bursa,U007,Elektronik,3314,1,3314
6406,2023-09-28,M095,Fatma,Ankara,U004,Giyim,124,3,372
6407,2023-06-28,M100,Canan,İstanbul,U006,Kitap,125,3,375
6408,2023-09-15,M079,Zeynep,İzmir,U007,Elektronik,3314,2,6628
6409,2023-09-02,M062,Ali,Bursa,U006,Kitap,125,1,125
6410,2023-09-04,M067,Canan,Bursa,U014,Kitap,374,3,1122
6411,2023-08-27,M069,Canan,Ankara,U014,Kitap,374,2,748
6412,2023-07-03,M064,Canan,Antalya,U017,Giyim,395,1,395
6413,2023-06-26,M038,Fatma,İstanbul,U009,Giyim,407,1,407
6414,2023-10-22,M095,Fatma,Ankara,U009,Giyim,407,2,814
6415,2023-09-15,M088,Zeynep,Bursa,U006,Kitap,125,3,375
6416,2023-08-24,M033,Ali,Ankara,U005,Kitap,454,1,454
6417,2023-09-03,M016,Mustafa,İzmir,U018,Giyim,130,3,390
6418,2023-09-11,M089,Canan,Bursa,U013,Elektronik,1127,1,1127
6419,2023-07-03,M011,Ali,İzmir,U017,Giyim,395,2,790
6420,2023-06-27,M053,Canan,Bursa,U020,Giyim,461,3,1383
6421,2023-08-28,M068,Zeynep,Ankara,U014,Kitap,374,3,1122
6422,2023-09-08,M049,Ayşe,Bursa,U016,Elektronik,2627,3,7881
6423,2023-07-12,M031,Canan,Antalya,U006,Kitap,125,1,125
6424,2023-08-11,M053,Canan,Bursa,U010,Kitap,187,2,374
6425,2023-06-23,M098,Ayşe,Bursa,U017,Giyim,395,3,1185
6426,2023-08-19,M082,Ali,Antalya,U013,Elektronik,1127,1,1127
6427,2023-09-30,M092,Zeynep,İzmir,U019,Elektronik,4784,1,4784
6428,2023-09-17,M042,Mustafa,Bursa,U004,Giyim,124,2,248
6429,2023-06-02,M075,Ahmet,Ankara,U019,Elektronik,4784,3,14352
6430,2023-08-31,M100,Canan,İstanbul,U010,Kitap,187,3,561
6431,2023-10-22,M059,Canan,İstanbul,U015,Kitap,278,1,278
6432,2023-10-14,M005,Mustafa,Bursa,U017,Giyim,395,1,395
6433,2023-10-02,M093,Hüseyin,Antalya,U011,Elektronik,1480,3,4440
6434,2023-07-25,M020,Canan,İzmir,U008,Giyim,303,1,303
6435,2023-10-13,M016,Mustafa,İzmir,U005,Kitap,454,2,908
6436,2023-10-08,M014,Canan,İstanbul,U013,Elektronik,1127,2,2254
6437,2023-09-30,M059,Canan,İstanbul,U007,Elektronik,3314,2,6628
6438,2023-06-11,M079,Zeynep,İzmir,U020,Giyim,461,3,1383
6439,2023-09-05,M012,Elif,Ankara,U006,Kitap,125,2,250
6440,2023-08-03,M023,Elif,İzmir,U002,Kitap,197,3,591
6441,2023-10-02,M077,Fatma,İstanbul,U007,Elektronik,3314,2,6628
6442,2023-07-14,M022,Fatma,İstanbul,U017,Giyim,395,1,395
6443,2023-07-03,M043,Elif,İstanbul,U016,Elektronik,2627,2,5254
6444,2023-06-29,M075,Ahmet,Ankara,U020,Giyim,461,3,1383
6445,2023-08-14,M051,Ayşe,İstanbul,U001,Elektronik,2389,1,2389
6446,2023-06-19,M050,Ahmet,Bursa,U004,Giyim,124,3,372
6447,2023-09-12,M093,Hüseyin,Antalya,U015,Kitap,278,3,834
6448,2023-08-29,M082,Ali,Antalya,U018,Giyim,130,3,390
6449,2023-06-05,M046,Canan,İzmir,U004,Giyim,124,1,124
6450,2023-07-09,M061,Elif,İstanbul,U006,Kitap,125,3,375
